大数据,人工智能,区块链,云计算,生物识别,物联网,分布式,数字化,智能化,点对点网络,流计算,移动互联,第三方支付,在线支付,移动支付,云支付,数字货币,跨境支付平台,NFC支付,电子交易,网上银行,电子银行,网银,众筹,P2P,网贷,网络贷款,网络银行,互联网银行,直销银行,手机银行,精准营销,电子商务,在线理财,网联,互联网理财,互联网保险,互联网金融,金融科技
16.0,61.0,50.0,8.0,,16.0,,8.0,,,,,8.0,8.0,,8.0,42.0,,,,33.0,,,16.0,59.0,8.0,,,,8.0,,,8.0,,,,,24.0,8.0
,50.0,59.0,8.0,,24.0,,,,,,,16.0,8.0,,8.0,41.0,,,,33.0,8.0,,8.0,42.0,,,,,,8.0,8.0,16.0,,8.0,,,16.0,8.0
17.0,58.0,52.0,,,24.0,,8.0,8.0,,,,8.0,,,8.0,49.0,,,,8.0,,,8.0,58.0,8.0,,,,,,,25.0,,,,,,
8.0,33.0,52.0,,,33.0,,8.0,,,,,24.0,8.0,,8.0,58.0,,,,,,,8.0,41.0,8.0,,,,,,,,,,8.0,,,
8.0,25.0,75.0,,9.0,16.0,,,,,,,8.0,,,8.0,67.0,,,,,,8.0,16.0,41.0,8.0,,,,,,,,,,,,,9.0
33.0,25.0,60.0,,,33.0,,,,,,,17.0,,,,76.0,,,,8.0,16.0,8.0,16.0,41.0,17.0,,,,,8.0,,16.0,,,,,8.0,
8.0,,66.0,,,16.0,,,,,,,24.0,,,,97.0,,,,8.0,,8.0,8.0,41.0,16.0,,,,,,,16.0,,8.0,,,,
,,66.0,,,16.0,,,,,,,9.0,,,,131.0,,,,,,8.0,8.0,33.0,,,,8.0,,25.0,,24.0,,,,8.0,,
8.0,24.0,50.0,,,8.0,8.0,,,,,,8.0,,,,132.0,,,,8.0,,,17.0,25.0,33.0,,8.0,,,17.0,,8.0,,,,,,
24.0,17.0,84.0,8.0,,8.0,,,,,,,,,,,112.0,,,,8.0,,,24.0,16.0,16.0,8.0,,,,16.0,,17.0,,8.0,,,8.0,8.0
8.0,41.0,50.0,16.0,,8.0,8.0,,,,,,,,,,75.0,,,,8.0,,,16.0,51.0,16.0,8.0,,,,8.0,,,,,,,8.0,8.0
42.0,16.0,50.0,25.0,,41.0,8.0,,8.0,,,,17.0,,,,83.0,,,,,,,8.0,25.0,8.0,,,,,16.0,,16.0,,,,8.0,,9.0
8.0,33.0,66.0,8.0,,33.0,,,,,,,17.0,,8.0,,84.0,,,,8.0,,,8.0,50.0,17.0,,,,8.0,16.0,,16.0,,,,,8.0,8.0
8.0,8.0,50.0,16.0,,8.0,,,,,,,,,8.0,,58.0,,,,8.0,,,17.0,24.0,17.0,8.0,,,,8.0,,8.0,,,,,,
16.0,34.0,58.0,33.0,,25.0,8.0,,,,,,,,,,57.0,,8.0,,,,8.0,17.0,33.0,,,,,8.0,17.0,,16.0,,8.0,,,,16.0
25.0,16.0,57.0,8.0,8.0,34.0,,8.0,8.0,,,,8.0,,8.0,,80.0,,,,8.0,,,8.0,33.0,8.0,,,,,,,17.0,,,,,16.0,
25.0,16.0,59.0,16.0,,41.0,,,,,,,8.0,,16.0,,94.0,,,,,,,16.0,66.0,,,,,,,,,,,,,,8.0
25.0,8.0,68.0,16.0,,33.0,8.0,8.0,,,,,8.0,,8.0,,75.0,,,,,,8.0,,25.0,,,,,,,,8.0,,,,,,8.0
41.0,33.0,42.0,8.0,,17.0,8.0,8.0,,,,,17.0,,33.0,,82.0,,,,,,8.0,8.0,52.0,33.0,,,8.0,,8.0,,17.0,,,,,,
24.0,8.0,68.0,,,25.0,,8.0,8.0,,,,9.0,,,8.0,41.0,,,,8.0,,,33.0,33.0,25.0,8.0,,,8.0,,,17.0,,,,,,8.0
24.0,58.0,58.0,8.0,8.0,58.0,,,,,,,8.0,,,,58.0,,,,,8.0,,,41.0,24.0,,8.0,,,24.0,,8.0,,,,,,16.0
33.0,42.0,75.0,16.0,,33.0,,,8.0,,,,,,8.0,,42.0,,,,,8.0,,8.0,75.0,8.0,8.0,8.0,,,,,,,,,,,16.0
8.0,42.0,41.0,16.0,,33.0,,8.0,,,,,,9.0,,,25.0,,,,24.0,,,25.0,51.0,,,,8.0,,8.0,,8.0,,,,,,8.0
16.0,25.0,68.0,,,17.0,,,,,,,33.0,,8.0,,73.0,,,,,,,49.0,57.0,16.0,,8.0,,8.0,17.0,,8.0,,,,,,25.0
24.0,16.0,66.0,8.0,,33.0,,,8.0,,,,8.0,,,,51.0,,,,,,16.0,17.0,42.0,33.0,,8.0,,,8.0,,17.0,,,,,8.0,9.0
,17.0,58.0,,,25.0,,16.0,,,,,17.0,,8.0,8.0,50.0,,,,,,,24.0,33.0,41.0,,8.0,,8.0,,,,,,,,8.0,8.0
16.0,17.0,42.0,,,17.0,,,,,,,25.0,,,,42.0,,,,8.0,,,8.0,49.0,17.0,,,,,8.0,,8.0,,,,,16.0,
17.0,41.0,50.0,25.0,,25.0,,8.0,,,,,8.0,,16.0,,70.0,,,,,,8.0,,50.0,8.0,,17.0,,,8.0,,16.0,,,,,,8.0
8.0,16.0,24.0,16.0,,8.0,,,,,,,,,8.0,,50.0,,,,8.0,,17.0,25.0,42.0,8.0,,8.0,,,8.0,,,,,,,,8.0
8.0,25.0,58.0,8.0,,24.0,,,,,,,,,,,17.0,,,,,,,33.0,33.0,25.0,,,,,16.0,,8.0,,,,,9.0,25.0
16.0,25.0,50.0,16.0,,25.0,,8.0,8.0,,,,,,,,17.0,,,,,,,,8.0,,,17.0,,,,,,,,,,,
8.0,16.0,24.0,16.0,,8.0,8.0,8.0,,,,,8.0,,,,33.0,,,,8.0,,8.0,34.0,25.0,25.0,,,,,8.0,,,,,,,8.0,8.0
8.0,8.0,34.0,,,,,8.0,,,,,,,,,16.0,,,,8.0,,,8.0,24.0,8.0,,,,,8.0,,16.0,,,,,,8.0
8.0,33.0,58.0,8.0,,17.0,,,,,,8.0,,,8.0,,57.0,,,,,,8.0,24.0,16.0,8.0,,,,,8.0,,,,,,,,
33.0,16.0,59.0,8.0,,42.0,8.0,,,,,,8.0,,,,67.0,,,,,,16.0,16.0,49.0,8.0,,,,,8.0,,8.0,,,,,,8.0
41.0,33.0,67.0,,,24.0,,,,,,,,,8.0,,33.0,,,,16.0,8.0,,8.0,42.0,,,8.0,,,16.0,,25.0,,,,,,17.0
17.0,24.0,67.0,24.0,,25.0,,,,,,,33.0,,8.0,,33.0,,,,,,,8.0,33.0,17.0,,16.0,,,,,,,,,,,17.0
17.0,25.0,66.0,17.0,,58.0,17.0,,,,,,,8.0,,,16.0,,,,,,16.0,33.0,33.0,41.0,,,,,8.0,,8.0,,,,8.0,,16.0
16.0,33.0,50.0,8.0,,34.0,16.0,16.0,,,,,25.0,,,,41.0,,,,8.0,,8.0,17.0,43.0,33.0,,,,,8.0,,16.0,,,,,,
16.0,17.0,25.0,16.0,,16.0,8.0,17.0,8.0,,,,16.0,,,8.0,74.0,,8.0,,,,,8.0,25.0,8.0,,,8.0,8.0,16.0,,,,,,,,
24.0,41.0,68.0,,,24.0,,,,,,,8.0,,,,58.0,,,,,8.0,16.0,16.0,25.0,33.0,,,,,,,,,,,,,16.0
8.0,25.0,66.0,17.0,,16.0,8.0,,,,,,,,,,58.0,,,,16.0,,,33.0,84.0,8.0,,8.0,8.0,,8.0,8.0,8.0,,,8.0,,,8.0
8.0,50.0,49.0,16.0,,16.0,,,,,,,24.0,,,8.0,57.0,,,,,,,17.0,58.0,9.0,,,8.0,,8.0,8.0,16.0,,,,,,8.0
24.0,17.0,76.0,8.0,,8.0,16.0,,,,,,16.0,,8.0,,52.0,,,,8.0,,8.0,,65.0,,,,,,,,16.0,,,,,8.0,24.0
24.0,25.0,92.0,16.0,,16.0,,8.0,,,,,,,,,59.0,,,,17.0,,17.0,8.0,50.0,,,,,,8.0,,17.0,,16.0,,,8.0,8.0
17.0,33.0,77.0,8.0,,33.0,,16.0,,,,,,,8.0,,68.0,,,,,,,,66.0,8.0,,8.0,,,,,17.0,,,,,,16.0
17.0,26.0,69.0,16.0,,24.0,,8.0,,,,,8.0,,,,59.0,,9.0,,,16.0,8.0,8.0,33.0,17.0,8.0,,,,33.0,,8.0,,,,,,25.0
33.0,42.0,82.0,25.0,,41.0,,16.0,16.0,,,,8.0,,,8.0,34.0,,,,,,,8.0,25.0,,,,,8.0,24.0,,,,,,,,8.0
25.0,50.0,58.0,24.0,,25.0,8.0,8.0,,,,,8.0,,,,41.0,,,,,,8.0,16.0,25.0,8.0,,,,,,,16.0,,,,,,8.0
,9.0,74.0,8.0,,25.0,,,,,,,8.0,,,,41.0,,,,8.0,,17.0,17.0,33.0,,,,,,,,16.0,,,,,,8.0
16.0,41.0,84.0,16.0,,24.0,8.0,,,,,,,,,,41.0,,,,,8.0,8.0,,8.0,,,,,,8.0,,8.0,,,,8.0,,8.0
8.0,33.0,49.0,,,24.0,,,,,,,,,,,58.0,,,,8.0,,,25.0,57.0,,,,,,8.0,,24.0,,,,,,16.0
8.0,33.0,41.0,,,16.0,,,,,,,,,,,58.0,,,,,,8.0,16.0,25.0,8.0,,,,,16.0,,8.0,,,,,,8.0
16.0,26.0,58.0,,,16.0,,8.0,,,,,,,,,25.0,,,,8.0,,8.0,8.0,33.0,,8.0,,8.0,,8.0,,16.0,,,,,,
41.0,33.0,49.0,8.0,,8.0,,,,,,,8.0,,,,33.0,,,,,,8.0,8.0,17.0,16.0,,,,,,,8.0,,,,,,17.0
8.0,17.0,50.0,33.0,,16.0,,,,,,,,,8.0,,,,,,,,,,33.0,,,,,,16.0,,8.0,,,,,,16.0
24.0,24.0,42.0,33.0,,,8.0,,8.0,,,,8.0,,,,8.0,,,,,,8.0,16.0,,8.0,,,,,25.0,,8.0,,,,,8.0,17.0
16.0,8.0,33.0,8.0,,16.0,,16.0,,,,,,,,,42.0,,,,,,,16.0,16.0,,8.0,,,,,,,,,,,,8.0
16.0,8.0,42.0,,,,8.0,8.0,8.0,,,,,,,,25.0,,,,,,,16.0,41.0,16.0,,,,,8.0,,16.0,,,,,17.0,8.0
16.0,17.0,17.0,,,9.0,16.0,,,,,,,,9.0,,25.0,,,,,,,16.0,16.0,,8.0,16.0,,,,,,,,,,,8.0
,25.0,57.0,,,16.0,,,,,,,24.0,,,8.0,49.0,,,,16.0,,,,24.0,8.0,8.0,,,,16.0,,8.0,,,,,,
8.0,25.0,41.0,8.0,,8.0,8.0,,,,,,,,,,50.0,,,,8.0,,8.0,24.0,25.0,8.0,8.0,16.0,,,8.0,,,,,,8.0,,8.0
8.0,17.0,33.0,8.0,,,,8.0,,,,,8.0,,8.0,,84.0,,,,,,,,25.0,17.0,,,,,17.0,,17.0,,,,,,17.0
16.0,17.0,50.0,,,17.0,8.0,8.0,8.0,,,,8.0,,,,25.0,,,,,,,8.0,41.0,17.0,8.0,8.0,,,9.0,,16.0,,,,,,16.0
16.0,8.0,50.0,8.0,,24.0,,,,,,,,,8.0,8.0,42.0,,,,,8.0,,24.0,33.0,8.0,,,,,25.0,,33.0,,,,,,8.0
16.0,25.0,33.0,8.0,,,,,,,,,17.0,,,,58.0,,,,8.0,,8.0,16.0,49.0,,,,,,,,,,,,,,
8.0,8.0,50.0,8.0,,,,,,,,,,,,8.0,42.0,,,,16.0,,8.0,16.0,41.0,,,24.0,,,,,16.0,,,,,,
17.0,33.0,33.0,,,16.0,8.0,,,,,,,,8.0,,58.0,,,,,,,16.0,8.0,24.0,,16.0,,,8.0,,8.0,,,,,8.0,
16.0,42.0,41.0,8.0,,17.0,8.0,,,,,,8.0,,,,60.0,,,,8.0,,8.0,,33.0,16.0,8.0,,,,8.0,,8.0,,,,,,8.0
8.0,25.0,41.0,17.0,,16.0,16.0,,,,,,8.0,,16.0,,33.0,,,,,,8.0,8.0,8.0,,,8.0,,,,,,,,,,,16.0
8.0,25.0,42.0,8.0,,33.0,,8.0,,,,,16.0,,,,58.0,,,,,,8.0,17.0,34.0,8.0,8.0,8.0,,,,,,,,,,,16.0
25.0,17.0,17.0,8.0,,16.0,,,,,,,16.0,,8.0,,33.0,,,,,,,17.0,16.0,,,,,,,,17.0,,,,,,16.0
8.0,24.0,50.0,8.0,,8.0,,,,,,,,,,,25.0,,,,16.0,,8.0,,33.0,16.0,,,16.0,,16.0,,16.0,,,,,,25.0
8.0,17.0,42.0,,,25.0,,,,,,,,,,,33.0,,,,,,8.0,16.0,16.0,8.0,,,,,8.0,,,,,,,,17.0
25.0,25.0,74.0,8.0,,34.0,8.0,,,,,,,,,,41.0,,,,8.0,,,,8.0,,,,,,16.0,,8.0,,,,,,
16.0,8.0,84.0,8.0,,26.0,,8.0,8.0,,,,,,,,17.0,,,,,,,,8.0,,,,,,8.0,,,,,,,,17.0
8.0,17.0,83.0,16.0,,34.0,,,,,,,,,,,43.0,,,,,,,16.0,41.0,8.0,,,,,,,8.0,,,,8.0,,8.0
33.0,41.0,58.0,8.0,,8.0,8.0,8.0,8.0,,,,,,8.0,,17.0,,,,,,8.0,33.0,50.0,8.0,,8.0,8.0,,8.0,,,,,,,8.0,
,25.0,66.0,16.0,,16.0,,8.0,,,,,8.0,,,,16.0,,,,,,,,16.0,,,8.0,8.0,,8.0,,8.0,,,,,,8.0
16.0,25.0,58.0,,,16.0,,8.0,,,,,16.0,,,,58.0,,,,17.0,,,,8.0,8.0,,8.0,,,8.0,,8.0,,,,,,16.0
16.0,24.0,82.0,9.0,,8.0,,16.0,,,,,16.0,,8.0,,16.0,,,,,,,,16.0,,,,,,8.0,,16.0,,,,,,8.0
,24.0,74.0,8.0,,8.0,8.0,,8.0,,,,8.0,,8.0,17.0,33.0,,,,,,8.0,8.0,17.0,8.0,,8.0,,,,8.0,,,,,,8.0,16.0
16.0,25.0,41.0,,,16.0,,,,,,,,,,8.0,25.0,,,,8.0,,,8.0,16.0,24.0,,,,,,,,,,,,,
8.0,,33.0,,,16.0,,,,,,,,,,,,,,,,,,,25.0,8.0,8.0,,,,16.0,,,,,,,,
16.0,33.0,34.0,24.0,,8.0,,,,,,,,,,8.0,75.0,,,,,,,8.0,41.0,8.0,,,,,8.0,,,,,,,8.0,8.0
8.0,41.0,34.0,8.0,,16.0,,,,,,,8.0,,,,57.0,,,,,,,8.0,17.0,8.0,,,8.0,,8.0,,9.0,,,,,,8.0
,17.0,76.0,17.0,,24.0,,,8.0,,,,16.0,,25.0,,24.0,,,,,,,16.0,25.0,8.0,,8.0,,,8.0,,16.0,,,,,8.0,8.0
24.0,17.0,49.0,24.0,,33.0,,,,,,,33.0,,,,25.0,,,,8.0,,,16.0,16.0,8.0,,,,,,,8.0,,,,,,8.0
24.0,16.0,50.0,24.0,,33.0,8.0,,,,,,8.0,,,17.0,24.0,,,,,,8.0,8.0,24.0,17.0,,,,,,8.0,16.0,,,,,,16.0
16.0,33.0,67.0,16.0,,16.0,,8.0,8.0,,,,,,,,25.0,,,,,,,,59.0,16.0,,,,,8.0,,,,,,,,
16.0,24.0,25.0,,,8.0,8.0,,,,,,25.0,,8.0,8.0,50.0,,,,,,16.0,,41.0,17.0,,,,,,,8.0,,,,,,8.0
,33.0,67.0,24.0,,24.0,,,8.0,,,,,,,8.0,17.0,,,,,,8.0,16.0,17.0,25.0,,,,,,,24.0,,,,,,17.0
8.0,8.0,93.0,24.0,,17.0,8.0,,,,,,25.0,,,,33.0,,8.0,,,,,,16.0,8.0,,,,,,,8.0,,,,,,17.0
16.0,17.0,86.0,17.0,,41.0,,,,,,,17.0,,8.0,16.0,16.0,,,,16.0,,,,16.0,,,8.0,,,8.0,8.0,,,,,,,16.0
,50.0,69.0,8.0,,66.0,,8.0,,,,,8.0,,,24.0,33.0,,,,,8.0,,17.0,41.0,8.0,,8.0,,,,,8.0,,,,,,8.0
17.0,33.0,83.0,8.0,,33.0,16.0,8.0,,,,,8.0,,,16.0,24.0,,,,16.0,,,16.0,25.0,8.0,,,,,,,,,,,8.0,,
8.0,25.0,51.0,,,17.0,,,,,,,,,8.0,,8.0,,,,,,8.0,,41.0,,,,,,,,,,,,,,
24.0,33.0,68.0,16.0,,33.0,,8.0,,,,,8.0,,8.0,,8.0,8.0,,,,,,25.0,50.0,,,,,,8.0,,8.0,,,,,,8.0
16.0,33.0,60.0,16.0,,16.0,8.0,8.0,8.0,,,,,,,,17.0,,,,,16.0,,25.0,17.0,8.0,,,,,,,17.0,,,,,,8.0
33.0,49.0,50.0,16.0,,25.0,,8.0,,,,,8.0,,8.0,,16.0,8.0,,,8.0,8.0,,,25.0,,,,,,,,,,,,,,8.0
,16.0,33.0,17.0,,,8.0,,8.0,,,,8.0,,,8.0,26.0,52.0,,,,,,8.0,8.0,,,8.0,,,,,,,,,,,
33.0,33.0,17.0,,,16.0,8.0,8.0,,,,,,,8.0,9.0,24.0,65.0,,,,,,8.0,16.0,,,,,,16.0,,8.0,,,,8.0,,8.0
24.0,33.0,42.0,16.0,,33.0,,8.0,,,,,16.0,,,16.0,16.0,104.0,,,8.0,,,8.0,8.0,8.0,,8.0,,,,8.0,8.0,,,,,,8.0
33.0,33.0,43.0,8.0,,25.0,8.0,16.0,,,,,33.0,8.0,,,16.0,115.0,8.0,,16.0,,,8.0,8.0,8.0,8.0,8.0,,,8.0,,,,,,,,25.0
8.0,25.0,41.0,8.0,,16.0,,,8.0,,,,8.0,,,8.0,,102.0,,,8.0,8.0,8.0,,24.0,8.0,,,,,8.0,,8.0,,,,,,8.0
33.0,42.0,42.0,8.0,8.0,17.0,,,,,,,25.0,,,8.0,8.0,86.0,,,,,,17.0,33.0,16.0,17.0,,,,,,,,,,,8.0,16.0
,24.0,43.0,8.0,,9.0,,,8.0,,,,58.0,,8.0,,24.0,98.0,,,,,8.0,16.0,50.0,8.0,,,,,,,24.0,,,,,,
,25.0,33.0,8.0,,16.0,,,,,,,71.0,,,8.0,8.0,69.0,,,,,,8.0,16.0,,,,,,,,16.0,,,,,,17.0
,41.0,26.0,16.0,,17.0,,8.0,,,,,67.0,,,,17.0,80.0,,,,,,8.0,,,,,,,,,,,,,,,17.0
33.0,17.0,26.0,8.0,,8.0,,,8.0,,,,19.0,,,,,25.0,,,,,,17.0,25.0,16.0,,,,8.0,8.0,,,,,,,,8.0
8.0,16.0,33.0,,,24.0,,,,,,,17.0,,,8.0,,36.0,,,,,,8.0,33.0,,,,,,8.0,,16.0,,,,,,8.0
,33.0,42.0,8.0,,25.0,8.0,8.0,,,,,,,,8.0,41.0,,,,,,,16.0,16.0,,,8.0,,,,,,,,,,,8.0
16.0,16.0,16.0,17.0,,8.0,,17.0,,,,,8.0,,,8.0,25.0,31.0,,,,,,8.0,33.0,,,,,,,,,,,,,,
24.0,,58.0,16.0,,41.0,16.0,,,,,,8.0,,,,8.0,86.0,,,8.0,,,8.0,16.0,8.0,,,,,8.0,,,,,,,,8.0
24.0,25.0,50.0,16.0,,,,,,,,8.0,,,,,8.0,46.0,,,8.0,9.0,,8.0,17.0,,8.0,,,8.0,,,8.0,,,,,,
16.0,26.0,33.0,8.0,,16.0,,,8.0,,,,8.0,,,,8.0,41.0,,,,,,8.0,,,,,,,,,,,,,,,8.0
8.0,16.0,26.0,,,33.0,8.0,16.0,,,,,,,,,9.0,26.0,,,,8.0,,8.0,24.0,,,8.0,,,16.0,,,,16.0,,,8.0,8.0
,33.0,25.0,8.0,,16.0,,8.0,,,,,16.0,,,,,25.0,,,16.0,,,17.0,33.0,8.0,,,,,,,,,,,,,16.0
,16.0,41.0,8.0,,16.0,,,,,,,,,,8.0,8.0,16.0,,,,,,25.0,25.0,8.0,,,,,8.0,,,,,,,8.0,8.0
8.0,33.0,25.0,8.0,,9.0,8.0,8.0,,,,,,,,,,17.0,,,,,,8.0,16.0,8.0,,,,,,,,,,,,,
8.0,33.0,42.0,16.0,,24.0,,25.0,,,,,,,,,,8.0,,,8.0,,,,25.0,,,,,,8.0,,,,,,,,
8.0,33.0,25.0,8.0,,17.0,,,8.0,,,,,,,16.0,8.0,8.0,,,,,,17.0,16.0,8.0,,,,,8.0,,8.0,,,,,8.0,
16.0,17.0,33.0,,,42.0,,,,,,,,,,,,61.0,,,8.0,,,8.0,33.0,8.0,,,,,8.0,,,,,,,,8.0
8.0,8.0,41.0,16.0,,25.0,,,,,,,,,,,33.0,62.0,,,,,8.0,,25.0,,,,,,,,16.0,,,,,,
24.0,33.0,26.0,,,8.0,17.0,,,,,,,,,,8.0,36.0,,,,,8.0,8.0,33.0,16.0,,,,,8.0,,,,,,,,8.0
26.0,24.0,33.0,8.0,,8.0,,25.0,17.0,,,,8.0,,,,8.0,19.0,,,,,,8.0,33.0,8.0,,,,,,8.0,,,,,,8.0,8.0
,16.0,,25.0,,,,8.0,,,,,,,,,8.0,,,,,,8.0,,41.0,,,,,,,,16.0,,,,,8.0,8.0
,33.0,59.0,8.0,,16.0,,,,,,,8.0,,,8.0,17.0,,,,,,,8.0,17.0,16.0,,,,,8.0,8.0,,,,,8.0,,
8.0,33.0,17.0,16.0,,16.0,,8.0,,,,,8.0,,,,,,,,,,8.0,,,25.0,,8.0,,,,8.0,8.0,,,,16.0,,
,33.0,24.0,,,,,16.0,,,,,,,,,8.0,,,,,,,,17.0,,,,,,,,,,,,,,16.0
8.0,33.0,24.0,,,25.0,,,,,,,8.0,,,8.0,17.0,,8.0,,,,,8.0,33.0,,8.0,,,,,,,,,,,8.0,
,25.0,25.0,,,24.0,,,,,,,,,,,,16.0,,,,,16.0,8.0,41.0,8.0,8.0,,,,8.0,,8.0,,,,,,
,33.0,17.0,,,16.0,,16.0,,,,,16.0,,,,,,,,,,,8.0,8.0,8.0,,,,,,8.0,,,,,,8.0,
8.0,8.0,24.0,8.0,,33.0,8.0,8.0,,,,,8.0,,,,,33.0,,,,,,,8.0,,,8.0,,,8.0,,,,,,,,
8.0,24.0,8.0,8.0,,30.0,,,,,,,,,,,,,,,,,8.0,,24.0,,,,,,,,,,,,,,8.0
8.0,50.0,42.0,8.0,,8.0,8.0,,16.0,,,,8.0,,,8.0,,,,,,,,8.0,8.0,16.0,,,,,,,8.0,,,,,,16.0
16.0,68.0,17.0,8.0,,41.0,8.0,,,,,,17.0,8.0,16.0,,33.0,17.0,,,,,8.0,8.0,33.0,8.0,,8.0,,,,,,,,,,8.0,8.0
16.0,50.0,25.0,17.0,,33.0,,,,,,,,,,,8.0,53.0,,,8.0,,,17.0,24.0,9.0,,,,,8.0,,16.0,,,,,,
,67.0,25.0,8.0,,25.0,8.0,16.0,,,,,8.0,,,,25.0,30.0,,,8.0,,,8.0,41.0,16.0,,,,,,,,,,,,,8.0
,41.0,33.0,8.0,,25.0,8.0,8.0,,,,,8.0,,,,,,,,8.0,,,,33.0,8.0,,,8.0,,16.0,,,,,,,,16.0
8.0,24.0,17.0,16.0,,17.0,,16.0,,,,,,,,8.0,8.0,16.0,,,,,8.0,,33.0,8.0,,,,,,,24.0,,,,,,
17.0,50.0,49.0,8.0,,33.0,,16.0,,,,,,,24.0,8.0,16.0,8.0,,,,,8.0,,57.0,,,8.0,,,,,25.0,,,,,,
25.0,75.0,25.0,33.0,8.0,24.0,,8.0,,,,,,,,16.0,8.0,70.0,,,8.0,,,,16.0,8.0,,,,,8.0,,8.0,,,8.0,,8.0,
24.0,94.0,42.0,8.0,,17.0,8.0,,8.0,,,,,,,,8.0,67.0,,,,,,,17.0,8.0,8.0,,,,,,,,8.0,,,,
8.0,50.0,33.0,8.0,,25.0,8.0,8.0,16.0,,,,,,,,,26.0,,,,,,,33.0,,,,,,,,8.0,,,,,,
16.0,44.0,34.0,8.0,,16.0,8.0,8.0,8.0,,,,8.0,,,,8.0,8.0,,,,,,,33.0,16.0,,,,,8.0,,,,,,8.0,,
8.0,42.0,25.0,16.0,8.0,24.0,,41.0,,,,,8.0,,25.0,,16.0,27.0,,,8.0,,17.0,,33.0,8.0,,,,,,,16.0,,,,,,8.0
8.0,51.0,41.0,17.0,,25.0,8.0,8.0,,,,,,,,,25.0,16.0,,,,,,8.0,17.0,,,,,,,,,,,,8.0,,
29.0,39.0,29.0,,,10.0,,29.0,,,,,19.0,,,,29.0,,,,,,10.0,10.0,48.0,10.0,,,,,10.0,,,,,,,,10.0
